bar_time,ticks_in_bar,open,high,low,idx_high,idx_low,order,running_hash
2026.07.09 07:31:00,104,1.14257,1.14261,1.14256,8,36,HIGH_FIRST,9979201268555715048
2026.07.09 07:32:00,115,1.14259,1.14269,1.14258,102,2,LOW_FIRST,1584175174334563112
2026.07.09 07:33:00,90,1.14268,1.14271,1.14263,14,83,HIGH_FIRST,15354412772347546643
2026.07.09 07:34:00,134,1.14263,1.14271,1.14263,37,0,LOW_FIRST,12604148076635910230
2026.07.09 07:35:00,96,1.14264,1.14268,1.14256,22,58,HIGH_FIRST,10173946729637808960
2026.07.09 07:36:00,84,1.14263,1.14265,1.14259,48,16,LOW_FIRST,4604098251521237305
2026.07.09 07:37:00,167,1.14263,1.14265,1.14256,7,38,HIGH_FIRST,4205880811671596338
2026.07.09 07:38:00,86,1.14260,1.14261,1.14256,43,14,LOW_FIRST,14765082641660000425
2026.07.09 07:39:00,107,1.14260,1.14262,1.14253,20,94,HIGH_FIRST,13440861722083565412
2026.07.09 07:40:00,135,1.14253,1.14259,1.14252,62,77,HIGH_FIRST,6839075363220998352
2026.07.09 07:41:00,88,1.14253,1.14255,1.14250,23,15,LOW_FIRST,6769086845465465208
2026.07.09 07:42:00,179,1.14255,1.14256,1.14249,29,142,HIGH_FIRST,14775794214543049837
2026.07.09 07:43:00,159,1.14253,1.14256,1.14250,80,4,LOW_FIRST,15735842914851286444
2026.07.09 07:44:00,113,1.14252,1.14259,1.14251,106,19,LOW_FIRST,332646540411167914
2026.07.09 07:45:00,119,1.14256,1.14258,1.14252,93,57,LOW_FIRST,5538314446326883392
2026.07.09 07:46:00,192,1.14255,1.14264,1.14253,78,12,LOW_FIRST,9056868963768942371
2026.07.09 07:47:00,79,1.14256,1.14261,1.14253,21,63,HIGH_FIRST,8056572677431470093
2026.07.09 07:48:00,42,1.14255,1.14258,1.14253,14,2,LOW_FIRST,17030301721394926890
2026.07.09 07:49:00,61,1.14257,1.14264,1.14254,52,11,LOW_FIRST,11469376778986908349
2026.07.09 07:50:00,57,1.14261,1.14264,1.14260,33,9,LOW_FIRST,5004657789699818488
2026.07.09 07:51:00,134,1.14263,1.14265,1.14259,14,113,HIGH_FIRST,146750068623711102
2026.07.09 07:52:00,124,1.14260,1.14263,1.14258,27,6,LOW_FIRST,11493213741615169961
2026.07.09 07:53:00,155,1.14261,1.14266,1.14259,140,6,LOW_FIRST,13235123599250444798
2026.07.09 07:54:00,193,1.14263,1.14273,1.14255,175,85,LOW_FIRST,10368291951650536993
2026.07.09 07:55:00,117,1.14271,1.14272,1.14266,36,111,HIGH_FIRST,3539112141110243817
2026.07.09 07:56:00,38,1.14268,1.14271,1.14268,18,0,LOW_FIRST,12317258056639796766
2026.07.09 07:57:00,74,1.14269,1.14271,1.14266,21,43,HIGH_FIRST,6800681954859557137
2026.07.09 07:58:00,123,1.14268,1.14274,1.14264,48,111,HIGH_FIRST,1293500736428824300
2026.07.09 07:59:00,190,1.14266,1.14271,1.14265,131,3,LOW_FIRST,10722225476018742267
2026.07.09 08:00:00,189,1.14267,1.14276,1.14264,185,57,LOW_FIRST,5984917163154549298
2026.07.09 08:01:00,197,1.14275,1.14281,1.14273,45,3,LOW_FIRST,11162416796024619668
2026.07.09 08:02:00,152,1.14275,1.14275,1.14268,0,34,HIGH_FIRST,1474094780264874081
2026.07.09 08:03:00,95,1.14268,1.14276,1.14268,60,0,LOW_FIRST,9837849339422935249
2026.07.09 08:04:00,110,1.14273,1.14276,1.14267,8,82,HIGH_FIRST,13545138966336347454
2026.07.09 08:05:00,108,1.14270,1.14270,1.14264,0,17,HIGH_FIRST,15897397455947612253
2026.07.09 08:06:00,145,1.14267,1.14276,1.14267,99,0,LOW_FIRST,11457552492018521547
2026.07.09 08:07:00,137,1.14274,1.14275,1.14268,6,126,HIGH_FIRST,16423415619136687790
2026.07.09 08:08:00,130,1.14268,1.14275,1.14266,87,52,LOW_FIRST,12030564489854165025
2026.07.09 08:09:00,210,1.14273,1.14277,1.14269,121,202,HIGH_FIRST,15274186679255401160
2026.07.09 08:10:00,192,1.14270,1.14275,1.14260,66,154,HIGH_FIRST,13356666740676656349
2026.07.09 08:11:00,643,1.14273,1.14310,1.14269,390,43,LOW_FIRST,14635027379601925456
2026.07.09 08:12:00,369,1.14307,1.14309,1.14293,3,273,HIGH_FIRST,3257019492395857927
2026.07.09 08:13:00,475,1.14303,1.14341,1.14301,93,2,LOW_FIRST,16671423260396751719
2026.07.09 08:14:00,202,1.14311,1.14322,1.14310,192,9,LOW_FIRST,13148307784510997647
2026.07.09 08:15:00,348,1.14320,1.14331,1.14312,261,70,LOW_FIRST,8172894328779178118
2026.07.09 08:16:00,209,1.14319,1.14325,1.14308,142,206,HIGH_FIRST,11793029383678545848
2026.07.09 08:17:00,198,1.14310,1.14317,1.14308,124,53,LOW_FIRST,16837806925243284331
2026.07.09 08:18:00,244,1.14313,1.14313,1.14292,0,220,HIGH_FIRST,1091190331072364449
2026.07.09 08:19:00,276,1.14306,1.14307,1.14296,94,252,HIGH_FIRST,17133672828206504965
2026.07.09 08:20:00,173,1.14304,1.14306,1.14294,9,141,HIGH_FIRST,7242061973012770129
2026.07.09 08:21:00,127,1.14297,1.14297,1.14290,0,35,HIGH_FIRST,8315403145797148569
2026.07.09 08:22:00,119,1.14296,1.14305,1.14288,114,17,LOW_FIRST,17865038482148007983
2026.07.09 08:23:00,135,1.14304,1.14306,1.14290,10,121,HIGH_FIRST,1873849360211832220
2026.07.09 08:24:00,162,1.14297,1.14307,1.14284,129,56,LOW_FIRST,903478340117212628
2026.07.09 08:25:00,117,1.14302,1.14316,1.14301,105,9,LOW_FIRST,11030132930134057693
2026.07.09 08:26:00,138,1.14313,1.14316,1.14310,4,40,HIGH_FIRST,6950249505090879388
2026.07.09 08:27:00,163,1.14315,1.14321,1.14312,106,17,LOW_FIRST,4008046501195613119
2026.07.09 08:28:00,174,1.14318,1.14324,1.14314,93,11,LOW_FIRST,10683847570024512289
2026.07.09 08:29:00,168,1.14317,1.14328,1.14315,113,5,LOW_FIRST,8667790904086983983
2026.07.09 08:30:00,252,1.14323,1.14331,1.14312,69,212,HIGH_FIRST,16421686173950942902
2026.07.09 08:31:00,192,1.14313,1.14316,1.14308,28,84,HIGH_FIRST,14274267788947935812
2026.07.09 08:32:00,184,1.14314,1.14318,1.14308,153,90,LOW_FIRST,10925941274961557718
2026.07.09 08:33:00,284,1.14313,1.14330,1.14313,270,0,LOW_FIRST,16882765171711486876
2026.07.09 08:34:00,311,1.14330,1.14334,1.14320,171,156,LOW_FIRST,14904907356246299445
2026.07.09 08:35:00,290,1.14334,1.14335,1.14323,17,289,HIGH_FIRST,15498019198839856061
2026.07.09 08:36:00,188,1.14323,1.14330,1.14323,65,0,LOW_FIRST,18061472316947382281
2026.07.09 08:37:00,216,1.14329,1.14331,1.14318,13,113,HIGH_FIRST,1249285151670663030
2026.07.09 08:38:00,222,1.14325,1.14329,1.14321,222,78,LOW_FIRST,7963318031094745638
2026.07.09 08:39:00,252,1.14329,1.14334,1.14328,61,5,LOW_FIRST,5312491508791055881
2026.07.09 08:40:00,212,1.14332,1.14333,1.14321,3,202,HIGH_FIRST,8404994730550620232
2026.07.09 08:41:00,357,1.14321,1.14324,1.14302,27,344,HIGH_FIRST,4664833906909965302
2026.07.09 08:42:00,222,1.14302,1.14306,1.14298,47,212,HIGH_FIRST,6675456825526146806
2026.07.09 08:43:00,235,1.14301,1.14308,1.14301,213,0,LOW_FIRST,16800774131437577684
